text,text_clean,label_id,category,panjang_karakter,jumlah_kata,ada_angka,semua_kapital,jumlah_kata_kunci_cocok,kata_makanan,kata_minuman,kata_transportasi,kata_belanja,kata_tagihan,kata_hiburan,kata_kesehatan
Box Bakmie (M),box bakmie m,0,makanan,12,3,0,0,1,1,0,0,0,0,0,0
Bakmi Ultah,bakmi ultah,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Box Yi Fu Mie (L),box yi fu mie l,0,makanan,15,5,0,0,1,1,0,0,0,0,0,0
PILLOW COKLAT,pillow coklat,1,minuman,13,2,0,1,1,0,1,0,0,0,0,0
PILLOW DURIAN,pillow durian,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
KCS 1,kcs 1,7,lain_lain,5,2,1,1,0,0,0,0,0,0,0,0
WHOP JR 15K,whop jr 15k,7,lain_lain,11,3,1,1,0,0,0,0,0,0,0,0
CHANGE TO CHICKEN BOX,change to chicken box,0,makanan,21,4,0,1,1,1,0,0,0,0,0,0
BULGOGI SET,bulgogi set,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
(TW) MIE GORENG AYAM,tw mie goreng ayam,0,makanan,18,4,0,1,1,1,0,0,0,0,0,0
(TW)NASI GORENG,tw nasi goreng,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
Bakso Campur,bakso campur,0,makanan,12,2,0,0,1,1,0,0,0,0,0,0
Es Teh Manis,es teh manis,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
1.5 JAM,1 5 jam,3,belanja,7,3,1,1,1,0,0,0,1,0,0,0
CHOCO CORONET,choco coronet,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
ORIGINAL COMBO,original combo,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
Nu Greentea 330,nu greentea 330,1,minuman,15,3,1,0,1,0,1,0,0,0,0,0
LAPIS SINGAPUR,lapis singapur,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
AREM AREM,arem arem,7,lain_lain,9,2,0,1,0,0,0,0,0,0,0,0
MIKA BESAR,mika besar,1,minuman,10,2,0,1,2,1,1,0,0,0,0,0
GoFood Beragam - ICE LAT TE,gofood beragam ice lat te,1,minuman,25,5,0,0,1,0,1,0,0,0,0,0
B16COKSER,b16cokser,7,lain_lain,9,1,1,1,0,0,0,0,0,0,0,0
DP. ORDER,dp order,7,lain_lain,8,2,0,1,0,0,0,0,0,0,0,0
CHOCO CROSSIANT,choco crossiant,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
CHIKATSU BEN,chikatsu ben,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
BOX T. O,box t o,7,lain_lain,7,3,0,1,0,0,0,0,0,0,0,0
bluberry pastry,bluberry pastry,2,transportasi,15,2,0,0,1,0,0,1,0,0,0,0
NIKU UDON,niku udon,0,makanan,9,2,0,1,1,1,0,0,0,0,0,0
ABURA UDON (SPICY),abura udon spicy,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
INARI,inari,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
CORONET,coronet,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
SPOOKY SOBORO,spooky soboro,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
SCREAMING RED BEAN,screaming red bean,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
PIZZA TOAST,pizza toast,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
Pork Belly Cheese Fries,pork belly cheese fries,1,minuman,23,4,0,0,1,0,1,0,0,0,0,0
Reflection Sparkling,reflection sparkling,5,hiburan,20,2,0,0,1,0,0,0,0,0,1,0
Hot Black Cofee,hot black cofee,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Nasi Campur ala Bali,nasi campur ala bali,0,makanan,20,4,0,0,1,1,0,0,0,0,0,0
"Oriental ""Ketjap"" Pork Rice",oriental ketjap pork rice,1,minuman,25,4,0,0,2,1,1,0,0,0,0,0
Hulk Topper Package,hulk topper package,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
OCHA COLD,ocha cold,7,lain_lain,9,2,0,1,0,0,0,0,0,0,0,0
ABURA SOBA CHK,abura soba chk,7,lain_lain,14,3,0,1,0,0,0,0,0,0,0,0
Thai Tea - ICE,thai tea ice,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
Green Tea ICE,green tea ice,1,minuman,13,3,0,0,1,0,1,0,0,0,0,0
Thai Coffee ICE,thai coffee ice,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
[MD] SOFT STEAMED CHEESEC,md soft steamed cheesec,1,minuman,23,4,0,1,1,0,1,0,0,0,0,0
Handmade Oyster Mee..,handmade oyster mee,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
NS FILET IKN ASM MNS,ns filet ikn asm mns,7,lain_lain,20,5,0,1,0,0,0,0,0,0,0,0
NS+AYAM GR TPG,ns ayam gr tpg,0,makanan,14,4,0,1,1,1,0,0,0,0,0,0
NASI GORENG SPC,nasi goreng spc,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
BCA PROMO,bca promo,7,lain_lain,9,2,0,1,0,0,0,0,0,0,0,0
SKEWERED SHUMAI,skewered shumai,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
SKEWERED TOFU ROLL,skewered tofu roll,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
EBI TEMPURA,ebi tempura,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
KITSUNE UDON (KIDS),kitsune udon kids,0,makanan,17,3,0,1,1,1,0,0,0,0,0,0
Pangsit Delima,pangsit delima,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
Lumpia Udg K Th,lumpia udg k th,7,lain_lain,15,4,0,0,0,0,0,0,0,0,0,0
Ha Kaou Udng,ha kaou udng,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
Cheong Fen Udg,cheong fen udg,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
Hatosi Rambutan,hatosi rambutan,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Sio May Kpting,sio may kpting,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
Kwo Tie Jala2,kwo tie jala2,7,lain_lain,13,3,1,0,0,0,0,0,0,0,0,0
Pancake Durian,pancake durian,0,makanan,14,2,0,0,1,1,0,0,0,0,0,0
Mie Gr Udg Gala,mie gr udg gala,0,makanan,15,4,0,0,1,1,0,0,0,0,0,0
Lamien Udang T,lamien udang t,0,makanan,14,3,0,0,1,1,0,0,0,0,0,0
Lamien Aym Ktsu,lamien aym ktsu,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
Ns Pgng Kj Sp,ns pgng kj sp,7,lain_lain,13,4,0,0,0,0,0,0,0,0,0,0
Kwt Polos Mdn,kwt polos mdn,7,lain_lain,13,3,0,0,0,0,0,0,0,0,0,0
N Aym Hainam Jl,n aym hainam jl,7,lain_lain,15,4,0,0,0,0,0,0,0,0,0,0
Chinese Tea,chinese tea,1,minuman,11,2,0,0,1,0,1,0,0,0,0,0
BLACKCURRANT,blackcurrant,7,lain_lain,12,1,0,1,0,0,0,0,0,0,0,0
FRIED CALAMARI,fried calamari,0,makanan,14,2,0,1,1,1,0,0,0,0,0,0
SALTED EGG FISH & CHIPS,salted egg fish chips,0,makanan,21,4,0,1,1,1,0,0,0,0,0,0
DANISH FISH & CHIPS,danish fish chips,0,makanan,17,3,0,1,1,1,0,0,0,0,0,0
5003-Chokoreto Cookies,5003 chokoreto cookies,1,minuman,22,3,1,0,2,1,1,0,0,0,0,0
SATE T1,sate t1,0,makanan,7,2,1,1,1,1,0,0,0,0,0,0
Popcorn Sweet (S),popcorn sweet s,7,lain_lain,15,3,0,0,0,0,0,0,0,0,0,0
TORI BAITAN UDON,tori baitan udon,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
BEEF CURRY RICE,beef curry rice,1,minuman,15,3,0,1,2,1,1,0,0,0,0,0
Caramel Small,caramel small,7,lain_lain,13,2,0,0,0,0,0,0,0,0,0,0
CREAMCHEESE WALNUT BREAD,creamcheese walnut bread,1,minuman,24,3,0,1,1,0,1,0,0,0,0,0
ROLL-IT PIZZA BREAD,roll it pizza bread,0,makanan,19,4,0,1,1,1,0,0,0,0,0,0
JAPANEESE GR TEA HOT,japaneese gr tea hot,1,minuman,20,4,0,1,1,0,1,0,0,0,0,0
CHICKEN SKIN,chicken skin,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
GYU MOZZA DON,gyu mozza don,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
C.KATSU NOODLE HP,c katsu noodle hp,0,makanan,17,4,0,1,1,1,0,0,0,0,0,0
TALKING ACTIVITY BK,talking activity bk,7,lain_lain,19,3,0,1,0,0,0,0,0,0,0,0
KERTAS KADO 1500,kertas kado 1500,3,belanja,16,3,1,1,1,0,0,0,1,0,0,0
H N Cheesy Chic,h n cheesy chic,1,minuman,15,4,0,0,1,0,1,0,0,0,0,0
K.Chees Chic RC,k chees chic rc,1,minuman,15,4,0,0,1,0,1,0,0,0,0,0
MOCA FLT OVLTIN,moca flt ovltin,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
FFries Large,ffries large,1,minuman,12,2,0,0,1,0,1,0,0,0,0,0
PaulanerP1,paulanerp1,7,lain_lain,10,1,1,0,0,0,0,0,0,0,0,0
DarkBeer0.5L,darkbeer0 5l,1,minuman,12,2,1,0,1,0,1,0,0,0,0,0
Weiss 0.3 L,weiss 0 3 l,7,lain_lain,11,4,1,0,0,0,0,0,0,0,0,0
Grill Sea Bass,grill sea bass,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
LgrBeer0.3L,lgrbeer0 3l,1,minuman,11,2,1,0,1,0,1,0,0,0,0,0
FlyDark 0.3,flydark 0 3,7,lain_lain,11,3,1,0,0,0,0,0,0,0,0,0
DarkBeer0.3L,darkbeer0 3l,1,minuman,12,2,1,0,1,0,1,0,0,0,0,0
1004-Smoked Cheese & Mushroom,1004 smoked cheese mushroom,1,minuman,27,4,1,0,1,0,1,0,0,0,0,0
DP. ORDER / 19cc0665,dp order 19cc0665,7,lain_lain,17,3,1,0,0,0,0,0,0,0,0,0
SHISAMO MENTAIKO,shisamo mentaiko,7,lain_lain,16,2,0,1,0,0,0,0,0,0,0,0
SALMON BACON,salmon bacon,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
DYNAMITE SCALLOP,dynamite scallop,0,makanan,16,2,0,1,1,1,0,0,0,0,0,0
TOBIKO TOFU,tobiko tofu,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
Salted Egg Yalk Chicken,salted egg yalk chicken,0,makanan,23,4,0,0,1,1,0,0,0,0,0,0
ALMOND SUGAR MILK BREAD,almond sugar milk bread,1,minuman,23,4,0,1,2,1,1,0,0,0,0,0
KINGBBOBPG ML REG,kingbbobpg ml reg,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
MED ICED LEMON TEA,med iced lemon tea,1,minuman,18,4,0,1,1,0,1,0,0,0,0,0
CUSTARD BRIOCHE,custard brioche,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
Cheese Twist,cheese twist,1,minuman,12,2,0,0,1,0,1,0,0,0,0,0
Classic Milktea,classic milktea,1,minuman,15,2,0,0,2,1,1,0,0,0,0,0
Kupon 13,kupon 13,7,lain_lain,8,2,1,0,0,0,0,0,0,0,0,0
MILK CREAM BREAD,milk cream bread,1,minuman,16,3,0,1,2,1,1,0,0,0,0,0
REAL MILK CHOCO BREAD,real milk choco bread,1,minuman,21,4,0,1,2,1,1,0,0,0,0,0
RED BEAN BRAIDED BREAD,red bean braided bread,7,lain_lain,22,4,0,1,0,0,0,0,0,0,0,0
TAHU SATUAN,tahu satuan,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
mush pasta,mush pasta,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
chic ques,chic ques,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Es Kopi Susu,es kopi susu,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
DumDum Thai Iced Tea,dumdum thai iced tea,1,minuman,20,4,0,0,1,0,1,0,0,0,0,0
ZUPPA SOUP,zuppa soup,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
CHILLY N'CHEESE,chilly n cheese,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
BEEF CHEDDAR PO,beef cheddar po,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
Masker Bengkuang,masker bengkuang,6,kesehatan,16,2,0,0,1,0,0,0,0,0,0,1
Soaghetti Deluxe,soaghetti deluxe,7,lain_lain,16,2,0,0,0,0,0,0,0,0,0,0
CHCKN CHEESE,chckn cheese,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
NASI RAMES,nasi rames,1,minuman,10,2,0,1,2,1,1,0,0,0,0,0
AYAM PANGGANG,ayam panggang,0,makanan,13,2,0,1,1,1,0,0,0,0,0,0
ES TEH/TAWAR,es teh tawar,1,minuman,12,3,0,1,1,0,1,0,0,0,0,0
Nasi CampurBali,nasi campurbali,0,makanan,15,2,0,0,1,1,0,0,0,0,0,0
Sambal Besar,sambal besar,1,minuman,12,2,0,0,1,0,1,0,0,0,0,0
Sambal Kecil,sambal kecil,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
KrpBangka/Bawang,krpbangka bawang,7,lain_lain,16,2,0,0,0,0,0,0,0,0,0,0
Hero,hero,7,lain_lain,4,1,0,0,0,0,0,0,0,0,0,0
Choco Bite,choco bite,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Avocado with Rock Salt and Cocoa,avocado with rock salt and cocoa,7,lain_lain,32,6,0,0,0,0,0,0,0,0,0,0
LE MINERALE 600ML,le minerale 600ml,1,minuman,17,3,1,1,2,1,1,0,0,0,0,0
PLASTIK SDG,plastik sdg,3,belanja,11,2,0,1,1,0,0,0,1,0,0,0
DORI SAMBAL MATAH 1+1,dori sambal matah 1 1,7,lain_lain,21,5,1,1,0,0,0,0,0,0,0,0
IKAN GURAME MED,ikan gurame med,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
CUMI GR TEPUNG,cumi gr tepung,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
AGSIO TH PC JMR,agsio th pc jmr,7,lain_lain,15,4,0,1,0,0,0,0,0,0,0,0
POCAI BWG PUTIH,pocai bwg putih,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
LUMPIA UDG PREM,lumpia udg prem,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
Pink Panther (P),pink panther p,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
Red dragon (P),red dragon p,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
CAPPUCCINO,cappuccino,1,minuman,10,1,0,1,1,0,1,0,0,0,0,0
ORANGE JUICE,orange juice,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
Pecel Pincuk,pecel pincuk,0,makanan,12,2,0,0,1,1,0,0,0,0,0,0
Tahu Bacem,tahu bacem,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
Tempe Bacem,tempe bacem,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Empal,empal,7,lain_lain,5,1,0,0,0,0,0,0,0,0,0,0
Peyek Parcel,peyek parcel,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
VALINO DONNA,valino donna,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
SB SIZE 45.5,sb size 45 5,7,lain_lain,12,4,1,1,0,0,0,0,0,0,0,0
1517-ROTI KENTANG KEJU MANIS,1517 roti kentang keju manis,0,makanan,28,5,1,1,1,1,0,0,0,0,0,0
1009-ROTI KELAPA,1009 roti kelapa,0,makanan,16,3,1,1,1,1,0,0,0,0,0,0
1439-TUNA CHEESE WHEAT SANDWICH,1439 tuna cheese wheat sandwich,1,minuman,31,5,1,1,2,1,1,0,0,0,0,0
1244-PLASTIK TENTENGAN SEDANG,1244 plastik tentengan sedang,3,belanja,29,4,1,1,1,0,0,0,1,0,0,0
THAI ICETEA,thai icetea,1,minuman,11,2,0,1,1,0,1,0,0,0,0,0
ICE GREENTEA,ice greentea,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
Aqua MinWtr 330ml,aqua minwtr 330ml,1,minuman,17,3,1,0,2,1,1,0,0,0,0,0
R.PISANG COKLAT,r pisang coklat,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
D.RING COKLAT,d ring coklat,1,minuman,13,3,0,1,1,0,1,0,0,0,0,0
R.BANA CHIP,r bana chip,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
R.TAWAR ISI 2,r tawar isi 2,7,lain_lain,13,4,1,1,0,0,0,0,0,0,0,0
NU GREENTEA ORGE,nu greentea orge,1,minuman,16,3,0,1,1,0,1,0,0,0,0,0
YAKULT ISI 5 PCS,yakult isi 5 pcs,1,minuman,16,4,1,1,1,0,1,0,0,0,0,0
T. CREAM M 21,t cream m 21,7,lain_lain,12,4,1,1,0,0,0,0,0,0,0,0
PAKET BER2,paket ber2,7,lain_lain,10,2,1,1,0,0,0,0,0,0,0,0
Bio Solar,bio solar,2,transportasi,9,2,0,0,1,0,0,1,0,0,0,0
CUSTARD SOB RO,custard sob ro,7,lain_lain,14,3,0,1,0,0,0,0,0,0,0,0
AYAM GR BUMBU,ayam gr bumbu,0,makanan,13,3,0,1,1,1,0,0,0,0,0,0
Small 1,small 1,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
*PlastiK Kcl,plastik kcl,3,belanja,11,2,0,0,1,0,0,0,1,0,0,0
Cha Keaw,cha keaw,7,lain_lain,8,2,0,0,0,0,0,0,0,0,0,0
Mineral Water 600 ml,mineral water 600 ml,1,minuman,20,4,1,0,3,1,1,0,0,1,0,0
Teh Pucuk 350 ml,teh pucuk 350 ml,1,minuman,16,4,1,0,1,0,1,0,0,0,0,0
SOUR CREAM N ONION,sour cream n onion,7,lain_lain,18,4,0,1,0,0,0,0,0,0,0,0
MILK PASTRY ROLL,milk pastry roll,1,minuman,16,3,0,1,2,1,1,0,0,0,0,0
YIFUMI,yifumi,0,makanan,6,1,0,1,1,1,0,0,0,0,0,0
Bihun Goreng,bihun goreng,0,makanan,12,2,0,0,1,1,0,0,0,0,0,0
Nasi Goreng,nasi goreng,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
LIMAU KASTURI,limau kasturi,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
LOYALTY PROGRAM,loyalty program,7,lain_lain,15,2,0,1,0,0,0,0,0,0,0,0
CHICKEN PICATTA,chicken picatta,0,makanan,15,2,0,1,1,1,0,0,0,0,0,0
JAVA TEA,java tea,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
VANBOOLEN,vanboolen,7,lain_lain,9,1,0,1,0,0,0,0,0,0,0,0
JONGKONG,jongkong,7,lain_lain,8,1,0,1,0,0,0,0,0,0,0,0
MDSE ST,mdse st,7,lain_lain,7,2,0,1,0,0,0,0,0,0,0,0
Ayam Grg Kalasan,ayam grg kalasan,0,makanan,16,3,0,0,1,1,0,0,0,0,0,0
Tempe,tempe,0,makanan,5,1,0,0,1,1,0,0,0,0,0,0
LUMPIA,lumpia,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
SOSIS SOLO,sosis solo,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
LUMPUR,lumpur,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
DADAR PISANG,dadar pisang,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
KLEPON,klepon,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
BUGIS,bugis,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
MACARONI,macaroni,7,lain_lain,8,1,0,1,0,0,0,0,0,0,0,0
PLASTIK TENTENG,plastik tenteng,3,belanja,15,2,0,1,1,0,0,0,1,0,0,0
Pertamax,pertamax,7,lain_lain,8,1,0,0,0,0,0,0,0,0,0,0
1013-ROTI NANAS,1013 roti nanas,0,makanan,15,3,1,1,1,1,0,0,0,0,0,0
3025-BOLU GULUNG MOCCA PTG,3025 bolu gulung mocca ptg,7,lain_lain,26,5,1,1,0,0,0,0,0,0,0,0
5014-LEMPER IKAN,5014 lemper ikan,0,makanan,16,3,1,1,1,1,0,0,0,0,0,0
1245-PLASTIK TENTENGAN KECIL,1245 plastik tentengan kecil,3,belanja,28,4,1,1,1,0,0,0,1,0,0,0
HAI CMP SPC,hai cmp spc,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
1026-Garlic Pesto,1026 garlic pesto,1,minuman,17,3,1,0,1,0,1,0,0,0,0,0
1028-Dark Choco Creamcheese,1028 dark choco creamcheese,1,minuman,27,4,1,0,1,0,1,0,0,0,0,0
Gado Gado,gado gado,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Nasi Putih GG,nasi putih gg,0,makanan,13,3,0,0,1,1,0,0,0,0,0,0
WOOSAM RICE R,woosam rice r,1,minuman,13,3,0,1,2,1,1,0,0,0,0,0
ChicTeriyakiTeishoku,chicteriyakiteishoku,7,lain_lain,20,1,0,0,0,0,0,0,0,0,0,0
JapaneseBeef Hamburg,japanesebeef hamburg,1,minuman,20,2,0,0,2,1,1,0,0,0,0,0
Ocha Cold,ocha cold,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
Ocha Hot,ocha hot,1,minuman,8,2,0,0,1,0,1,0,0,0,0,0
ORI SLMN,ori slmn,7,lain_lain,8,2,0,1,0,0,0,0,0,0,0,0
Kopi Susu R,kopi susu r,1,minuman,11,3,0,0,1,0,1,0,0,0,0,0
Premier Mineral Water (L t1),premier mineral water l t1,1,minuman,26,5,1,0,3,1,1,0,0,1,0,0
NEW BEEF LASAGNA,new beef lasagna,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
Kuey Teow Goreng Singapore,kuey teow goreng singapore,0,makanan,26,4,0,0,1,1,0,0,0,0,0,0
Tea (Ice),tea ice,1,minuman,7,2,0,0,1,0,1,0,0,0,0,0
TONGSENG SAPI,tongseng sapi,0,makanan,13,2,0,1,1,1,0,0,0,0,0,0
Passionfruit Mojito,passionfruit mojito,7,lain_lain,19,2,0,0,0,0,0,0,0,0,0,0
OPEN KITCHEN,open kitchen,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
TAHU LAMPION,tahu lampion,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
SUP JGG KPT,sup jgg kpt,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
LUMPIA UDANG,lumpia udang,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
CHOCOLATE ECLAIR,chocolate eclair,1,minuman,16,2,0,1,2,0,1,0,0,1,0,0
DOUBLE CHEESE PAN BREAD(L,double cheese pan bread l,1,minuman,25,5,0,1,1,0,1,0,0,0,0,0
WHOLE WHEAT PAN BREAD,whole wheat pan bread,7,lain_lain,21,4,0,1,0,0,0,0,0,0,0,0
3190-Disney Taartjes Siram Coklat,3190 disney taartjes siram coklat,1,minuman,33,5,1,0,1,0,1,0,0,0,0,0
4032-Mini Glazed Croissant (isi 5 pcs),4032 mini glazed croissant isi 5 pcs,0,makanan,36,7,1,0,1,1,0,0,0,0,0,0
Milo,milo,0,makanan,4,1,0,0,1,1,0,0,0,0,0,0
KOPI CAM,kopi cam,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
Nasi Goreng Buntut,nasi goreng buntut,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
NASI LIWET,nasi liwet,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
Ayam Penyet Sambal Glede,ayam penyet sambal glede,0,makanan,24,4,0,0,1,1,0,0,0,0,0,0
Teh Tubruk Jahe,teh tubruk jahe,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Combo 4,combo 4,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
Crispy Mushroom,crispy mushroom,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Equil Natural,equil natural,7,lain_lain,13,2,0,0,0,0,0,0,0,0,0,0
SB 1 HC,sb 1 hc,7,lain_lain,7,3,1,1,0,0,0,0,0,0,0,0
Sabun Beras,sabun beras,0,makanan,11,2,0,0,2,1,0,0,1,0,0,0
SI EKO,si eko,7,lain_lain,6,2,0,1,0,0,0,0,0,0,0,0
HZ CHOCO M1 (L) TOPPING,hz choco m1 l topping,7,lain_lain,21,5,1,1,0,0,0,0,0,0,0,0
SUSHI SALMON,sushi salmon,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
SALAD DRESSING THOUSAND ISLAND,salad dressing thousand island,1,minuman,30,4,0,1,2,1,1,0,0,0,0,0
LEMONADE,lemonade,1,minuman,8,1,0,1,1,0,1,0,0,0,0,0
SHRIMP SATSUMA,shrimp satsuma,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
SHITAKE SKEWER,shitake skewer,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
SPICY TEMPURA,spicy tempura,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
SAUCE SHOYU SUSHI YAMASA HALAL,sauce shoyu sushi yamasa halal,0,makanan,30,5,0,1,1,1,0,0,0,0,0,0
SUSHI SALMON FRESH PAKET,sushi salmon fresh paket,1,minuman,24,4,0,1,2,1,1,0,0,0,0,0
SENDOK DAN GARPU PLASTIK,sendok dan garpu plastik,3,belanja,24,4,0,1,1,0,0,0,1,0,0,0
TOBIKKO ORANGE,tobikko orange,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
TAMAGO,tamago,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
SATSUMA AGE NIGIRI,satsuma age nigiri,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
M02.LMK BEEF RNDANG,m02 lmk beef rndang,0,makanan,19,4,1,1,1,1,0,0,0,0,0,0
I13.SIMANGOSONG,i13 simangosong,7,lain_lain,15,2,1,1,0,0,0,0,0,0,0,0
101.NS BEBEK KAMPUNG,101 ns bebek kampung,7,lain_lain,20,4,1,1,0,0,0,0,0,0,0,0
A13.MIE ACP,a13 mie acp,0,makanan,11,3,1,1,1,1,0,0,0,0,0,0
CT06.TEA 0 HOT R.,ct06 tea 0 hot r,1,minuman,16,5,1,1,1,0,1,0,0,0,0,0
CT06.TEA 0 ICE R.,ct06 tea 0 ice r,1,minuman,16,5,1,1,1,0,1,0,0,0,0,0
NO1.MR.MI TLR ASIN,no1 mr mi tlr asin,0,makanan,18,5,1,1,1,1,0,0,0,0,0,0
Tea Latte,tea latte,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
1057-French Bread Puding,1057 french bread puding,7,lain_lain,24,4,1,0,0,0,0,0,0,0,0,0
[MD] SOFT STEAMED CHOCOCA,md soft steamed chococa,1,minuman,23,4,0,1,1,0,1,0,0,0,0,0
[MD] MINI CASTELLA ORIGIN,md mini castella origin,0,makanan,23,4,0,1,1,1,0,0,0,0,0,0
Six,six,7,lain_lain,3,1,0,0,0,0,0,0,0,0,0,0
GYOZA AYAM GORENG,gyoza ayam goreng,0,makanan,17,3,0,1,1,1,0,0,0,0,0,0
RAMEN AYAM SPECIAL,ramen ayam special,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
White Toast,white toast,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
DL+GA+FF+R+2RB,dl ga ff r 2rb,7,lain_lain,14,5,1,1,0,0,0,0,0,0,0,0
UP Drink 16,up drink 16,1,minuman,11,3,1,0,1,0,1,0,0,0,0,0
