text,label_id,category,sumber
KFC Winger HC,7,lain_lain,cord_v1
Rice,1,minuman,cord_v1
THAI ICED TEA (L),1,minuman,cord_v1
PL. MUFFIN BLUEBERRY,7,lain_lain,cord_v1
RB. ABON AYAM,0,makanan,cord_v1
RB. COKLAT COFFEE,1,minuman,cord_v1
RB. RED BEAN,7,lain_lain,cord_v1
ROTI KEJU COKLAT,1,minuman,cord_v1
ROTI MAHKOTA/RING,0,makanan,cord_v1
ROTI KACANG MERAH,0,makanan,cord_v1
ROTI COKLAT,1,minuman,cord_v1
CHICKEN KATSU,0,makanan,cord_v1
TORI NASU HASAMI AGE,0,makanan,cord_v1
Mineral Water (S),1,minuman,cord_v1
Pocky Chocolate,1,minuman,cord_v1
Nerds Strw Grape,7,lain_lain,cord_v1
Nerds Trop Punch,7,lain_lain,cord_v1
Nerds Watermelon,1,minuman,cord_v1
TRIPPLE CHEESE,1,minuman,cord_v1
RALPH BREAKS THE INTERNET : WR,4,tagihan,cord_v1
PIS COK KEJU,7,lain_lain,cord_v1
COKLAT KEJU,1,minuman,cord_v1
BANANA KISMIS,0,makanan,cord_v1
BOTOL(MOMOGI BOTOL KACA ASI),2,transportasi,cord_v1
SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS),7,lain_lain,cord_v1
MUSTELA BABY OIL 100ML,7,lain_lain,cord_v1
SATE PADANG,0,makanan,cord_v1
GULAI CUMI,0,makanan,cord_v1
DENDENG BALADO,7,lain_lain,cord_v1
KERUPUK KULIT,7,lain_lain,cord_v1
RENDANG DAGING,0,makanan,cord_v1
GULAI HATI,7,lain_lain,cord_v1
MUJAIR BAKAR,1,minuman,cord_v1
GULAI OTAK,7,lain_lain,cord_v1
AYAM BAKAR,0,makanan,cord_v1
SAMBAL TRI BELAH,7,lain_lain,cord_v1
LALAP SEGAR,7,lain_lain,cord_v1
AYAM POP,0,makanan,cord_v1
GULAI TUNJANG,7,lain_lain,cord_v1
TEH,1,minuman,cord_v1
TERONG BELANDA,7,lain_lain,cord_v1
TEH TELUR,1,minuman,cord_v1
PUDING,7,lain_lain,cord_v1
ISI CAMPUR,7,lain_lain,cord_v1
AQUA BOTOL,1,minuman,cord_v1
Popcorn Salt Bucket,7,lain_lain,cord_v1
Berry Many-Low (P),7,lain_lain,cord_v1
500 days of summer (P),7,lain_lain,cord_v1
sun kissed (P),7,lain_lain,cord_v1
PLASTIC BAG,3,belanja,cord_v1
SAUSAGE DONUT,0,makanan,cord_v1
CHOCO DONUT PRETZEL,0,makanan,cord_v1
CAPTAIN HOOK,7,lain_lain,cord_v1
PIRATES TREASURE,1,minuman,cord_v1
GREEN TEA LATTE (L),1,minuman,cord_v1
2011-Whole wheat Katamari,7,lain_lain,cord_v1
CHEESE JOHN,1,minuman,cord_v1
APPLE CREAMCHEESE PASTRY,1,minuman,cord_v1
PAKET DOSIRAK 3,7,lain_lain,cord_v1
PAKET CHICKEN 3,0,makanan,cord_v1
JAPCHE,7,lain_lain,cord_v1
KOREAN LEMONADE,1,minuman,cord_v1
KOREAN COLD TEA,1,minuman,cord_v1
PAKET BULGOGI 3,7,lain_lain,cord_v1
BANANA MLK+MATCHA PU,1,minuman,cord_v1
KRN FRIED CHICKN HNY,0,makanan,cord_v1
TAKOYAKI 12PCS,7,lain_lain,cord_v1
KP BRANDING L,7,lain_lain,cord_v1
M/POKO STD XXL5,7,lain_lain,cord_v1
FOOT 6,7,lain_lain,cord_v1
CIPAIN PATCH 4S,7,lain_lain,cord_v1
ALMOND CREAM CHEESE,1,minuman,cord_v1
Silky Green Tea,1,minuman,cord_v1
Silky Hazelnut,7,lain_lain,cord_v1
REDBEAN BREAD,7,lain_lain,cord_v1
YOGURT STRAWBERRY,7,lain_lain,cord_v1
ICED White,1,minuman,cord_v1
Mexican Baked Rice,1,minuman,cord_v1
Large 1,7,lain_lain,cord_v1
Pastry Keju,7,lain_lain,cord_v1
Round Wagyu (1gr),7,lain_lain,cord_v1
Wagyu Rice Box,1,minuman,cord_v1
BUNCIS MUDA TE,0,makanan,cord_v1
DEPT02,7,lain_lain,cord_v1
KUE PILUS ASIN,7,lain_lain,cord_v1
KACANG MEDAN,7,lain_lain,cord_v1
ALMOND CHOCO CREAM CHEESE,1,minuman,cord_v1
CHOCO CUSTARD PASTRY,7,lain_lain,cord_v1
CARAMEL PASTRY,7,lain_lain,cord_v1
ORIGINAL,7,lain_lain,cord_v1
APPLE CINN,7,lain_lain,cord_v1
NUMER CANDLE NO.1,7,lain_lain,cord_v1
NUMER CANDLE NO.2,7,lain_lain,cord_v1
GANACHE MOUSSE PIECE,0,makanan,cord_v1
4002-Chocolate Orange Peel,1,minuman,cord_v1
ORIGINAL NO SALT,7,lain_lain,cord_v1
WALL'S FEAST CKLT.65,7,lain_lain,cord_v1
CMPN TROPICANA.CHO75,7,lain_lain,cord_v1
MAGNUM WHT ALMND 80,7,lain_lain,cord_v1
S-Ovaltine Macchiat,7,lain_lain,cord_v1
S-Hazelnut Milk Tea,1,minuman,cord_v1
SAM DA SOO MINERAL WATER,1,minuman,cord_v1
ES CHOCO GREEN TEA,1,minuman,cord_v1
IKAN GURAME MED SOP IKAN,0,makanan,cord_v1
CUMI GR JUNJAN =*MEDIUM*=,0,makanan,cord_v1
CUMI GR TEPUNG =*MEDIUM*=,0,makanan,cord_v1
AGSIO TH PC JMR =*MEDIUM*=,7,lain_lain,cord_v1
POCAI BWG PUTIH =*MEDIUM*=,7,lain_lain,cord_v1
LUMPIA UDG PREM =*MEDIUM*=,7,lain_lain,cord_v1
HOT TEA,1,minuman,cord_v1
AQUA,1,minuman,cord_v1
NASI GORENG,0,makanan,cord_v1
BAKPIA KACANG H,7,lain_lain,cord_v1
Roast Beef Crepes,1,minuman,cord_v1
Cheezemania,7,lain_lain,cord_v1
Mamamia,0,makanan,cord_v1
M-Ice Cream Milk Te,1,minuman,cord_v1
1069-ROTI KEJU COKLAT,1,minuman,cord_v1
1037-ROTI MAHKOTA/RING,0,makanan,cord_v1
1022-ROTI KACANG MERAH,0,makanan,cord_v1
1001-ROTI COKLAT,1,minuman,cord_v1
OCHA,7,lain_lain,cord_v1
CHIC NAMBAN BENTO,7,lain_lain,cord_v1
Fish Ball,0,makanan,cord_v1
Fried Siomay,0,makanan,cord_v1
ICED CM,1,minuman,cord_v1
Puyo 6 (Package),7,lain_lain,cord_v1
Kupon 9,7,lain_lain,cord_v1
Kupon 1,7,lain_lain,cord_v1
LARGE ICED LEMON TEA,1,minuman,cord_v1
RTD Relaxing Drink,1,minuman,cord_v1
RTD Rosella Aloevera,7,lain_lain,cord_v1
RTD Madu Aloevera,7,lain_lain,cord_v1
RTD Lemongrass Aloe,1,minuman,cord_v1
Pdg Madness,1,minuman,cord_v1
BCT,7,lain_lain,cord_v1
CINNAMON SUGAR,7,lain_lain,cord_v1
SAM DA S00 MINERAL WATER,1,minuman,cord_v1
TWIST DONUT,0,makanan,cord_v1
Common Law,7,lain_lain,cord_v1
Tigger Roll,7,lain_lain,cord_v1
Ketoprak SPC,0,makanan,cord_v1
UDG GR TLUR ASIN,7,lain_lain,cord_v1
CUMI GR JUNJAN,0,makanan,cord_v1
OYONG 3 TELOR,7,lain_lain,cord_v1
GURAME FILLET M,7,lain_lain,cord_v1
CHINESE TE,1,minuman,cord_v1
CRYSANTNUM,7,lain_lain,cord_v1
Round Wagyu ( 1gr ),7,lain_lain,cord_v1
TT,7,lain_lain,cord_v1
CHEEZY DOG BITES,1,minuman,cord_v1
Cheese Tart,1,minuman,cord_v1
EGG TART,7,lain_lain,cord_v1
ZAI.Milk Choco Egg Avenger60gr,1,minuman,cord_v1
ZAI.Milk Choco Egg Frozen 60gr,1,minuman,cord_v1
TWIST STRAWBERRY DONUT,0,makanan,cord_v1
TLJ CROQUETTE,7,lain_lain,cord_v1
POTATO PEPPER BAGEL,3,belanja,cord_v1
IKAN GABUS FRESH,1,minuman,cord_v1
IKAN BUMBU KUNING,0,makanan,cord_v1
OCTOPUS SATAY,7,lain_lain,cord_v1
FA-Cookies Mix 200 gr,1,minuman,cord_v1
FA-Polycello Bag 200 gr,3,belanja,cord_v1
BACON SHIMEJI SPAGHE,5,hiburan,cord_v1
CHICKEN KATSUDON,0,makanan,cord_v1
WELL TORI KARAAGE MU,7,lain_lain,cord_v1
WELL CHICKEN KATSU C,0,makanan,cord_v1
CLASSIC TOMATO,7,lain_lain,cord_v1
RENDANG OMURICE,1,minuman,cord_v1
#F11 CREAM HAMBURG 0,7,lain_lain,cord_v1
Sesame Toast,1,minuman,cord_v1
Seafood Tempura BBQ,7,lain_lain,cord_v1
Sweet Plum Potato*,7,lain_lain,cord_v1
HOME CHARGER+KABEL 138 IP5 TS C,3,belanja,cord_v1
Pillow Choco,7,lain_lain,cord_v1
Pillow Cheese,1,minuman,cord_v1
Pillow Kombi,7,lain_lain,cord_v1
Iced Mochaccino,1,minuman,cord_v1
Rice Organik,1,minuman,cord_v1
1pc Chicken OR,0,makanan,cord_v1
YANG YUM GUI,7,lain_lain,cord_v1
SOONDUBU CHIGE,7,lain_lain,cord_v1
JAP CHAE,7,lain_lain,cord_v1
MAKOLI,7,lain_lain,cord_v1
GOCHUJANG,7,lain_lain,cord_v1
BIBIMBAB,7,lain_lain,cord_v1
CHOCO ALMOND,7,lain_lain,cord_v1
#PKTPOLSBTSPON2S,7,lain_lain,cord_v1
BENECOL LYCHEE 2S,7,lain_lain,cord_v1
REGAL MARIE 125 GR,7,lain_lain,cord_v1
7 UP CAN 330 ML,7,lain_lain,cord_v1
SAKATONIK LVR 10S,7,lain_lain,cord_v1
DUA BELIBIS SBL135,7,lain_lain,cord_v1
DAUN SEREH,7,lain_lain,cord_v1
WACOM BAMBOO PEN,7,lain_lain,cord_v1
GIGA,7,lain_lain,cord_v1
4-Chunks,7,lain_lain,cord_v1
BOLU KUKUS PX,7,lain_lain,cord_v1
S-Matcha Macchiato,1,minuman,cord_v1
KFC DAY,7,lain_lain,cord_v1
CHARGE TA,7,lain_lain,cord_v1
DEPT04,7,lain_lain,cord_v1
DEPT01,7,lain_lain,cord_v1
PAKET CHICKEN 4,0,makanan,cord_v1
PR ORIGINAL 150gr,7,lain_lain,cord_v1
Butter croissant,7,lain_lain,cord_v1
Almond Croissant,7,lain_lain,cord_v1
Mini Chocolate Donut,1,minuman,cord_v1
Arem Arem,7,lain_lain,cord_v1
A Chicken,0,makanan,cord_v1
RISOL ROGUT,7,lain_lain,cord_v1
MIKA KCL,0,makanan,cord_v1
Choco Cheese,1,minuman,cord_v1
CARAMELALMOND,7,lain_lain,cord_v1
Coffee Rocksalt [R],1,minuman,cord_v1
ICED NUTELLA LATTE [R],1,minuman,cord_v1
ICED MOCHA LATTE [R],1,minuman,cord_v1
XXL Crspy Chicken,0,makanan,cord_v1
MANUKA HONEY,7,lain_lain,cord_v1
Ice Kokofie,1,minuman,cord_v1
HAZELNUT ALM,7,lain_lain,cord_v1
CAPPUCINO CI,7,lain_lain,cord_v1
TIRAMISU CIN,0,makanan,cord_v1
Spaghetti Bini Muda (Bol ognese) - DINE IN,1,minuman,cord_v1
French Fries - DINE IN,1,minuman,cord_v1
Mineral Water - DINE IN,1,minuman,cord_v1
MIE KOCOK,0,makanan,cord_v1
GARISH PC,7,lain_lain,cord_v1
PLASTIK BAG;: 000 PC,3,belanja,cord_v1
109.NG NANAS,7,lain_lain,cord_v1
DE13.PSANG IJO MDM,7,lain_lain,cord_v1
CT12.BLK JELY KPI IC,7,lain_lain,cord_v1
CHOCO CHIP,7,lain_lain,cord_v1
CHOCO BANANA,7,lain_lain,cord_v1
CHOCBAN CUP,7,lain_lain,cord_v1
SAUSAGE AND SALAMI,0,makanan,cord_v1
GREEN MONSIEUR,7,lain_lain,cord_v1
ROASTED MT ( R ),7,lain_lain,cord_v1
Peanut & Cheese,1,minuman,cord_v1
PAIN AU CHOCOLATE,1,minuman,cord_v1
APPLE PIE,0,makanan,cord_v1
[RICHE] WHITE SKIMM,7,lain_lain,cord_v1
ALMOND CROSSIANT,7,lain_lain,cord_v1
Double Choco Crispy,7,lain_lain,cord_v1
Smoke Beef + Aqua,1,minuman,cord_v1
PREMIUM TOAST PAN BREAD,0,makanan,cord_v1
GOCHUJANG SAMGYEOPSAL,7,lain_lain,cord_v1
LAY'S NORI SEAWD 55G,7,lain_lain,cord_v1
QTELA KRP/TMPE ORI55,7,lain_lain,cord_v1
SOSRO TEH BOTOL 350,1,minuman,cord_v1
PUCUK/H TEH L/SGR350,1,minuman,cord_v1
AQUA AIR MINERAL 600,1,minuman,cord_v1
PEDULI DISABILITAS,3,belanja,cord_v1
Kupon 7,7,lain_lain,cord_v1
MINERAL WATER,1,minuman,cord_v1
BAK MANDI (BAK MANDI TAIWAN BESAR),1,minuman,cord_v1
TATAKAN MANDI (JARING MANDI JALA) -,7,lain_lain,cord_v1
BAJU ATASAN(PETITE MIMI ROMPER 3D FOREST / RM0003),1,minuman,cord_v1
ACCESORIES(SUN BABES PENUTUP MATA),1,minuman,cord_v1
KAPAS (KAPAS MEDISOFT COTTON BALL 120),7,lain_lain,cord_v1
JOIE KUBBIE(BABY BOX),7,lain_lain,cord_v1
BUDS CALMING TUMMY RUB CREAM 30ML(TOILETRIES),1,minuman,cord_v1
BUDS PRECIOUS NEWBORN CREAM 75ML(TOILETRIES),1,minuman,cord_v1
BUDS PRECIOUS NEWBORN HEAD TO TOE CLEANSER 250ML(TOILETRIES),1,minuman,cord_v1
CRISPY APPLE RAISIN PASTR,7,lain_lain,cord_v1
PEPPERONI,7,lain_lain,cord_v1
CK.MANTAP A,7,lain_lain,cord_v1
CHEESE B,1,minuman,cord_v1
TAKE AWAY,7,lain_lain,cord_v1
TARO,7,lain_lain,cord_v1
1216 DPR BATB SD ENCHANTED ROS,7,lain_lain,cord_v1
"1216 GGM 12"" TTN HERO YONDU",7,lain_lain,cord_v1
"0217 GGM 12"" TITAN HERO GAMORA",7,lain_lain,cord_v1
BASO KUAH,0,makanan,cord_v1
CHICKEN KATSU CURRY UDON,0,makanan,cord_v1
AYAM,0,makanan,cord_v1
DONAT AYAM,0,makanan,cord_v1
ROTI SISIR,0,makanan,cord_v1
BANANA SPLIT,7,lain_lain,cord_v1
DONATCOKLAT,1,minuman,cord_v1
TIGER ROLL PTG,7,lain_lain,cord_v1
MARMER CAKE PTG,0,makanan,cord_v1
BOLU HAWAI PTNG,7,lain_lain,cord_v1
BANANA CAKE PTG,0,makanan,cord_v1
MANDARIN CAKE PTG,0,makanan,cord_v1
LAPIS SURABAYA PTG,7,lain_lain,cord_v1
CAKE PITA,0,makanan,cord_v1
PLASTIK TENTENG KECIL,3,belanja,cord_v1
Lemon Tea (L).,1,minuman,cord_v1
Popcorn Salt (S).,7,lain_lain,cord_v1
TROPICAL PUNCH,7,lain_lain,cord_v1
SOUP 50%,0,makanan,cord_v1
SALAD BAR 50%,0,makanan,cord_v1
TWIST ORANGE CHOCO DONUT,0,makanan,cord_v1
CHOCOLATE TWIST,1,minuman,cord_v1
REAL CHOCOLATE ROLL,1,minuman,cord_v1
CHOCOLATE SOBORO,1,minuman,cord_v1
5001-Corn Flakes Cookies,1,minuman,cord_v1
4003-Blueberry Fuji,7,lain_lain,cord_v1
Coke (L),7,lain_lain,cord_v1
Extra Jelly Lychee,7,lain_lain,cord_v1
Popcorn Salt (M),7,lain_lain,cord_v1
THAI ICED COFFEE,1,minuman,cord_v1
THAI ICED GREEN TEA,1,minuman,cord_v1
RAMES AYAM,1,minuman,cord_v1
Dendeng PDS,7,lain_lain,cord_v1
CAPPUCINO CARAMEL,7,lain_lain,cord_v1
Grilled Dorry Fish,0,makanan,cord_v1
Set Menu Family,0,makanan,cord_v1
Teppan Seafood Udon,0,makanan,cord_v1
EDAMAME,7,lain_lain,cord_v1
df shllt by not250,7,lain_lain,cord_v1
CF BUNCIS ORG,0,makanan,cord_v1
CABE KERITING CURA,7,lain_lain,cord_v1
TOMAT CURAH,7,lain_lain,cord_v1
JERUK NIPIS,1,minuman,cord_v1
CUMI BANGKA,0,makanan,cord_v1
KING DEAL CHEESE BURGER R,1,minuman,cord_v1
1 PC BIC,7,lain_lain,cord_v1
POTATO SAUSAGE BREAD,7,lain_lain,cord_v1
OREO GREEN TEA SPREAD,1,minuman,cord_v1
WHITE CHOCO BANANA SPREAD,7,lain_lain,cord_v1
APUCINO MEDIUM,7,lain_lain,cord_v1
CIRENG PANDAWA,7,lain_lain,cord_v1
BASO TAHU KWETIAU,0,makanan,cord_v1
PKT TELOR/PERKEDEL,7,lain_lain,cord_v1
DENDENG,7,lain_lain,cord_v1
SBL GR TERI,7,lain_lain,cord_v1
NESTLE 330 ML,1,minuman,cord_v1
2005-CHEESE JOHN,1,minuman,cord_v1
SBL GR UDANG SPC,0,makanan,cord_v1
SAMGYOPSAL,7,lain_lain,cord_v1
OGYOPSAL,7,lain_lain,cord_v1
YUKHWE,7,lain_lain,cord_v1
RICE,1,minuman,cord_v1
JABCHAE BEEF,0,makanan,cord_v1
OCHA DINGIN,7,lain_lain,cord_v1
SUNDUBU,7,lain_lain,cord_v1
NASI KUNING,0,makanan,cord_v1
CENTIKPLANCI,7,lain_lain,cord_v1
MIKA KECIL,0,makanan,cord_v1
SENDOK MAKAN,3,belanja,cord_v1
GARPU,3,belanja,cord_v1
HOT OCHA,1,minuman,cord_v1
JYO HARAMI 30%,0,makanan,cord_v1
WAKI SALAD,0,makanan,cord_v1
MARBLED SIRLOIN STEAK 200gr,1,minuman,cord_v1
FRANKFRUT SAUSAGE ROLL,7,lain_lain,cord_v1
NS MINI STICK,0,makanan,cord_v1
GERRY SM CHEESE110,1,minuman,cord_v1
DECOLGEN TABLET 4S,7,lain_lain,cord_v1
FIXALL HK 26521,7,lain_lain,cord_v1
YELLOW,7,lain_lain,cord_v1
VANBALL,7,lain_lain,cord_v1
BANANA DONUT,0,makanan,cord_v1
DARK CHOCOLATE MUFFIN,1,minuman,cord_v1
[MD] MINI CASTELLA CHOCOL,0,makanan,cord_v1
PREMIUM MILK PAN BREAD,1,minuman,cord_v1
KAYA BUN,0,makanan,cord_v1
TLJ HOTDOG,1,minuman,cord_v1
"RB, Abon Sam",7,lain_lain,cord_v1
Salad Deluxe,0,makanan,cord_v1
Perkedel,7,lain_lain,cord_v1
"Chicken HCC, 1PCS",0,makanan,cord_v1
STIX CINNAMON,7,lain_lain,cord_v1
BULGOGI JEONGSIK,7,lain_lain,cord_v1
EL KEUN HWANGTAE,7,lain_lain,cord_v1
SUNDUBU(TUKBEGI) GYERAN CIM,7,lain_lain,cord_v1
BLACK PRAWN PASTA,0,makanan,cord_v1
CARBONARA,7,lain_lain,cord_v1
THAI GREEN TEA ICE,1,minuman,cord_v1
SpcPrice Caudburry,1,minuman,cord_v1
),7,lain_lain,cord_v1
>,7,lain_lain,cord_v1
FL-Xmas 30 Off,7,lain_lain,cord_v1
Ayam goreng+Sayur asem,0,makanan,cord_v1
Nasi Uduk Ayam,0,makanan,cord_v1
Nasi Rawon,0,makanan,cord_v1
Teh Tawar Dingin,1,minuman,cord_v1
Sayur Asem,0,makanan,cord_v1
NEW BEEF SPAGHETTI,0,makanan,cord_v1
P/P AMERICAN FAV,7,lain_lain,cord_v1
PAKET HAPPY HOUR,7,lain_lain,cord_v1
RTD Jahe,7,lain_lain,cord_v1
BITTERBALLEN,7,lain_lain,cord_v1
MOZZARELA STICK,7,lain_lain,cord_v1
NOUGAT ICE CREAM,1,minuman,cord_v1
SAUCYS BROOD,7,lain_lain,cord_v1
AMANDEL BROOD,7,lain_lain,cord_v1
BOKKEPOOTJES,1,minuman,cord_v1
Mie Jumbo Pst/bakso,0,makanan,cord_v1
Bakmie Pst/ Bakso,0,makanan,cord_v1
Liang Teh,1,minuman,cord_v1
Es /hagat Jeruk,1,minuman,cord_v1
Krupuk Babi Bungkus,0,makanan,cord_v1
PEACH PASTRY,7,lain_lain,cord_v1
ROYAL CHEESE TART,1,minuman,cord_v1
JASMINE,0,makanan,cord_v1
P. RIBS SP (R),7,lain_lain,cord_v1
PORK TENDER (L),7,lain_lain,cord_v1
TAIL STOMACH (S),7,lain_lain,cord_v1
P. INTESTINE (R),1,minuman,cord_v1
CAKWE (L),7,lain_lain,cord_v1
WHITE RICE,1,minuman,cord_v1
PLAIN CONGEE,7,lain_lain,cord_v1
Fanta Stwbry (L),1,minuman,cord_v1
UDANG REBUS (M),0,makanan,cord_v1
ANGSIO TH PC JMR,7,lain_lain,cord_v1
AYAM GR KERING,0,makanan,cord_v1
NASI GORENG NJUN,0,makanan,cord_v1
SUP BURUNG DARA,7,lain_lain,cord_v1
CHINESE TEA KWAN'IM,1,minuman,cord_v1
TUNA & CHEDDAR,7,lain_lain,cord_v1
ONION RINGS,7,lain_lain,cord_v1
AQUA BTL,1,minuman,cord_v1
1GA+2CK+RW+RB12,7,lain_lain,cord_v1
Astor Stick Cokelat 40gr,7,lain_lain,cord_v1
green tea,1,minuman,cord_v1
NASI UDUK SATE BUNTEL,0,makanan,cord_v1
NASI BALI (EMPAL),0,makanan,cord_v1
Benedict Burrito,7,lain_lain,cord_v1
Lychee Ice Tea,1,minuman,cord_v1
Soup Of The Day,0,makanan,cord_v1
Strawberry jc,7,lain_lain,cord_v1
Viet Latte,1,minuman,cord_v1
SOGOGI JAPCHAE,7,lain_lain,cord_v1
GYERAN MARI,7,lain_lain,cord_v1
JEK SEOK TEOK POKI (S),7,lain_lain,cord_v1
* MINERAL WATER,1,minuman,cord_v1
EL KEUN HWANGTAE SUNDUBU (TUKBEGI),7,lain_lain,cord_v1
DAK GANG JEONG,7,lain_lain,cord_v1
YANG NYEOM SAM GYEOP SAL,7,lain_lain,cord_v1
PREMIUM YANGNYEOM GALBISAL,0,makanan,cord_v1
JEKSEOK YANG NYEOM GUI,7,lain_lain,cord_v1
S-Fresh Lemon Lime,1,minuman,cord_v1
SOP AYM BNG,0,makanan,cord_v1
TEH TARIK P,1,minuman,cord_v1
RB. COKLAT BUN,1,minuman,cord_v1
RB. CREPES CHICKEN,1,minuman,cord_v1
NESTLE 600 M1,1,minuman,cord_v1
SINGLE Cone,7,lain_lain,cord_v1
ELEPHANT READ BEAN,7,lain_lain,cord_v1
chapsal twister donnut,7,lain_lain,cord_v1
DOUBLE CHICK BREAST,7,lain_lain,cord_v1
IPED MANDARIN,7,lain_lain,cord_v1
Hokkaido,7,lain_lain,cord_v1
TOAST BREAD,0,makanan,cord_v1
- Gyro Platter Large,1,minuman,cord_v1
TEH BTL ES,1,minuman,cord_v1
TEH TELOR,1,minuman,cord_v1
CORDON BLEU,7,lain_lain,cord_v1
TRIPPLE CHEESF,1,minuman,cord_v1
Mineral Water (S).,1,minuman,cord_v1
Ayam Garang Asem,0,makanan,cord_v1
Ayam. Kremes,1,minuman,cord_v1
Nila Penyet + Nasi,0,makanan,cord_v1
Nasi Goreng Gila,0,makanan,cord_v1
Nasi Goreng Rawon,0,makanan,cord_v1
Mendoan,7,lain_lain,cord_v1
Teh Tawar Panas,1,minuman,cord_v1
Jamur Kuping,3,belanja,cord_v1
Caisim Kecil,7,lain_lain,cord_v1
Lapchiong,7,lain_lain,cord_v1
Otak-otak Singapore,7,lain_lain,cord_v1
Bihun (MLY),7,lain_lain,cord_v1
CHOCOLATE SUNDAE,1,minuman,cord_v1
REGULAR FRIES,1,minuman,cord_v1
TakeAway Charge,7,lain_lain,cord_v1
KUE CUBIT OVO/ SKIPPY,7,lain_lain,cord_v1
DODOT KAKEK,7,lain_lain,cord_v1
DODOT CUCU COKLAT,1,minuman,cord_v1
CHOCOLATE MILK SHAKE,1,minuman,cord_v1
T. TARIK GREENTEA DINGIN,1,minuman,cord_v1
ICED CAPPUCINO JELLY,1,minuman,cord_v1
TEH PAHIT PANAS,1,minuman,cord_v1
[RICHE] BLACK SAKURA,7,lain_lain,cord_v1
Soto Daging,0,makanan,cord_v1
Teh Tawar Hangat,1,minuman,cord_v1
PAKET SUPER MANTAP 2A RAACHA,7,lain_lain,cord_v1
1009-Roti Kelapa,0,makanan,cord_v1
1245-Plastik Tentengan Kecil,3,belanja,cord_v1
Dom Cha Vire Sls,7,lain_lain,cord_v1
P J Cotes du,1,minuman,cord_v1
AQUA 600ML,1,minuman,cord_v1
BIHUN GORENG SPECIAL,0,makanan,cord_v1
BIHUN MASAK KUAH,7,lain_lain,cord_v1
ES ALPUKAT,1,minuman,cord_v1
ES THE TAWAR,1,minuman,cord_v1
IFUMIE,0,makanan,cord_v1
JUICE ALPUKAT,1,minuman,cord_v1
JUICE STRAWBERRY,1,minuman,cord_v1
KWETIAW SIRAM SAPI,0,makanan,cord_v1
KWETIAW SIRAM SEA,7,lain_lain,cord_v1
KWETIAW GORENG SAPI,0,makanan,cord_v1
KWETIAW GORENG SEA,0,makanan,cord_v1
MIE GORENG SPECIAL,0,makanan,cord_v1
MPEKMPEK K SELAM,7,lain_lain,cord_v1
MPEKMPEK LENJER,7,lain_lain,cord_v1
NASI GORENG SPECIAL,0,makanan,cord_v1
TEH MANIS PANAS,1,minuman,cord_v1
TEH TAWAR,1,minuman,cord_v1
YAMIN BASO SAPI,0,makanan,cord_v1
YAMIN PANGSIT REBUS,0,makanan,cord_v1
SPECIALTY COMBO,7,lain_lain,cord_v1
BOTTLED WATER,1,minuman,cord_v1
STIX ECLAIRS,1,minuman,cord_v1
PAKET DOSIRAK 1,7,lain_lain,cord_v1
Choco Peanut,7,lain_lain,cord_v1
Mineral water (s),1,minuman,cord_v1
Blend GT (M),7,lain_lain,cord_v1
Extra Ice Cream,1,minuman,cord_v1
French Fries + FF,1,minuman,cord_v1
Banana Cho + NuTea,1,minuman,cord_v1
3002-Kyoto Choco Mochi,7,lain_lain,cord_v1
1019-Choco Banana,7,lain_lain,cord_v1
CUSTARD SOBORO,7,lain_lain,cord_v1
Chicken Kazan Curry,0,makanan,cord_v1
Chicken Karamiso Special,0,makanan,cord_v1
Chicken Shio Special,0,makanan,cord_v1
Beef Set A,0,makanan,cord_v1
CHOCO TIME,7,lain_lain,cord_v1
LONTONG CAP GO MEH,0,makanan,cord_v1
NASI LIWET (SATE BUNTEL AYAM),0,makanan,cord_v1
TEH JAWA,1,minuman,cord_v1
BAGUETTE,3,belanja,cord_v1
Angus Striploin,7,lain_lain,cord_v1
Chicken Steak,1,minuman,cord_v1
CK Redvelvet,7,lain_lain,cord_v1
Creamed Spinach,7,lain_lain,cord_v1
F Squeeze Orange,7,lain_lain,cord_v1
House Blend,7,lain_lain,cord_v1
Ice Tea Peach,1,minuman,cord_v1
Ice Tea Rasp,1,minuman,cord_v1
Jasmine Tea,1,minuman,cord_v1
Roasted Chicken,0,makanan,cord_v1
Salmon,7,lain_lain,cord_v1
Salmon Seaweed Bowl,7,lain_lain,cord_v1
3180-Soes Marmer,1,minuman,cord_v1
1006-Roti Molen,0,makanan,cord_v1
1244-Plastik Tentengan Sedang,3,belanja,cord_v1
CHEESE TIME,1,minuman,cord_v1
medium tub,7,lain_lain,cord_v1
AOP Seafood,7,lain_lain,cord_v1
Omurice Katsu Curry,1,minuman,cord_v1
Earl Gray Tea,1,minuman,cord_v1
SPICY WOSAM R,7,lain_lain,cord_v1
1 MIE UP BSR C,0,makanan,cord_v1
Fanta Strwbry (L),1,minuman,cord_v1
XXI Java Tea Spc,1,minuman,cord_v1
Caramel Medium,7,lain_lain,cord_v1
Butter Milk Popcorn,1,minuman,cord_v1
ORIGINAL 6 PCS,7,lain_lain,cord_v1
KWT GR MGMSP,7,lain_lain,cord_v1
TEH HANGAT,1,minuman,cord_v1
CF NASI PUTIH,0,makanan,cord_v1
CF BBQ CHKN WING,7,lain_lain,cord_v1
FILLET DORI,7,lain_lain,cord_v1
KERUPUK KERING,7,lain_lain,cord_v1
